  -1.0000000e+01	   2.1700602e-02	
  -9.8994975e+00	   1.2364555e-01	
  -9.7989950e+00	   1.8833954e-01	
  -9.6984925e+00	   7.1355585e-02	
  -9.5979899e+00	   8.2654774e-02	
  -9.4974874e+00	   1.9747164e-01	
  -9.3969849e+00	   1.8979965e-01	
  -9.2964824e+00	   1.3610513e-01	
  -9.1959799e+00	   1.9854051e-01	
  -9.0954774e+00	   1.5436297e-01	
  -8.9949749e+00	   6.8467387e-02	
  -8.8944724e+00	   1.3375049e-01	
  -8.7939698e+00	   5.0271195e-02	
  -8.6934673e+00	   6.0722904e-02	
  -8.5929648e+00	   1.3786176e-01	
  -8.4924623e+00	   1.0762360e-01	
  -8.3919598e+00	   8.4627007e-02	
  -8.2914573e+00	   1.2311853e-01	
  -8.1909548e+00	   1.5300880e-01	
  -8.0904523e+00	   1.1995971e-01	
  -7.9899497e+00	   1.1399754e-01	
  -7.8894472e+00	   1.2078035e-01	
  -7.7889447e+00	   1.0690246e-01	
  -7.6884422e+00	   2.1578420e-02	
  -7.5879397e+00	   1.4954888e-01	
  -7.4874372e+00	   2.0549935e-01	
  -7.3869347e+00	   7.7871615e-02	
  -7.2864322e+00	   2.0198188e-01	
  -7.1859296e+00	   7.7859724e-02	
  -7.0854271e+00	   1.8679918e-01	
  -6.9849246e+00	   1.0143690e-01	
  -6.8844221e+00	   9.4284823e-02	
  -6.7839196e+00	   5.6348409e-02	
  -6.6834171e+00	   3.9244385e-02	
  -6.5829146e+00	   7.7324756e-02	
  -6.4824121e+00	   1.6231646e-01	
  -6.3819095e+00	   1.7535795e-01	
  -6.2814070e+00	   1.5937254e-01	
  -6.1809045e+00	   2.4560156e-02	
  -6.0804020e+00	   1.9339034e-01	
  -5.9798995e+00	   2.1153579e-01	
  -5.8793970e+00	   1.8376656e-01	
  -5.7788945e+00	   4.0809824e-02	
  -5.6783920e+00	   1.1082458e-01	
  -5.5778894e+00	   1.7918401e-01	
  -5.4773869e+00	   1.8757882e-01	
  -5.3768844e+00	   9.0135568e-02	
  -5.2763819e+00	   1.0295152e-01	
  -5.1758794e+00	   1.8787652e-01	
  -5.0753769e+00	   1.5318073e-01	
  -4.9748744e+00	   1.8713294e-01	
  -4.8743719e+00	   1.1469447e-01	
  -4.7738693e+00	   1.0816762e-01	
  -4.6733668e+00	   2.4434352e-01	
  -4.5728643e+00	   2.3781859e-01	
  -4.4723618e+00	   2.7770942e-01	
  -4.3718593e+00	   1.1914350e-01	
  -4.2713568e+00	   1.4114761e-01	
  -4.1708543e+00	   1.3205351e-01	
  -4.0703518e+00	   2.1812649e-01	
  -3.9698492e+00	   1.6717936e-01	
  -3.8693467e+00	   3.1649206e-01	
  -3.7688442e+00	   1.6635083e-01	
  -3.6683417e+00	   1.6502873e-01	
  -3.5678392e+00	   2.7776780e-01	
  -3.4673367e+00	   3.3137710e-01	
  -3.3668342e+00	   2.5029611e-01	
  -3.2663317e+00	   2.3519852e-01	
  -3.1658291e+00	   2.7915280e-01	
  -3.0653266e+00	   2.6581644e-01	
  -2.9648241e+00	   3.3870818e-01	
  -2.8643216e+00	   4.3130264e-01	
  -2.7638191e+00	   3.8962365e-01	
  -2.6633166e+00	   2.9840513e-01	
  -2.5628141e+00	   3.7097069e-01	
  -2.4623116e+00	   3.1885588e-01	
  -2.3618090e+00	   4.2374088e-01	
  -2.2613065e+00	   4.2578463e-01	
  -2.1608040e+00	   5.5529628e-01	
  -2.0603015e+00	   5.3481749e-01	
  -1.9597990e+00	   4.8668818e-01	
  -1.8592965e+00	   5.8583347e-01	
  -1.7587940e+00	   4.5213960e-01	
  -1.6582915e+00	   5.2059116e-01	
  -1.5577889e+00	   6.4626633e-01	
  -1.4572864e+00	   6.6271374e-01	
  -1.3567839e+00	   6.4053342e-01	
  -1.2562814e+00	   6.4024143e-01	
  -1.1557789e+00	   6.0410624e-01	
  -1.0552764e+00	   7.4161625e-01	
  -9.5477387e-01	   5.9838446e-01	
  -8.5427136e-01	   7.3859404e-01	
  -7.5376884e-01	   7.4082362e-01	
  -6.5326633e-01	   7.9719432e-01	
  -5.5276382e-01	   7.2922887e-01	
  -4.5226131e-01	   8.1851579e-01	
  -3.5175879e-01	   8.5455463e-01	
  -2.5125628e-01	   7.7096694e-01	
  -1.5075377e-01	   8.3593956e-01	
  -5.0251256e-02	   9.4043749e-01	
   5.0251256e-02	   8.7379781e-01	
   1.5075377e-01	   8.4965972e-01	
   2.5125628e-01	   9.2756538e-01	
   3.5175879e-01	   8.9652332e-01	
   4.5226131e-01	   9.9725162e-01	
   5.5276382e-01	   9.5133784e-01	
   6.5326633e-01	   9.9093516e-01	
   7.5376884e-01	   1.0568831e+00	
   8.5427136e-01	   1.1397718e+00	
   9.5477387e-01	   1.0401411e+00	
   1.0552764e+00	   1.1738164e+00	
   1.1557789e+00	   1.1882188e+00	
   1.2562814e+00	   1.2679894e+00	
   1.3567839e+00	   1.1229254e+00	
   1.4572864e+00	   1.2298688e+00	
   1.5577889e+00	   1.3353579e+00	
   1.6582915e+00	   1.3055129e+00	
   1.7587940e+00	   1.3432596e+00	
